Tiêu đề,Mô tả,Hình ảnh,Nội dung,Link bài viết
Tàu thăm dò Sao Kim sắp rơi trở lại Trái Đất sau 53 năm,Module tàu đổ bộ từ nhiệm vụ Sao Kim Kosmos 482 sẽ rơi xuống Trái Đất trong tháng 5 nhưng các chuyên gia chưa thể xác định vị trí rơi chính xác.,https://i1-vnexpress.vnecdn.net/2025/04/29/VNEProbe-1745921339-5583-1745921379.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=NNIuOp4iEsN_eaAAYgbKQA,,https://vnexpress.net/tau-tham-do-sao-kim-sap-roi-tro-lai-trai-dat-sau-53-nam-4879886.html
Trung Quốc dẫn đầu thế giới về quy mô điện hạt nhân,"Trung Quốc có 102 lò phản ứng hạt nhân gồm loại đang hoạt động, đang xây và đã được phê duyệt xây, tổng công suất lắp đặt 113 triệu kW.",https://i1-vnexpress.vnecdn.net/2025/04/29/ec204f80ca7c4ca685311e95fc8e0b-9266-2179-1745900101.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=sAZa82FUsZ15IEtfjXsYvg,,https://vnexpress.net/trung-quoc-dan-dau-the-gioi-ve-quy-mo-dien-hat-nhan-4879956.html
"Robot pha đồ, bưng bê tại quán cà phê ở Hà Nội","Một cửa hàng ở Hà Nội sử dụng bốn robot thông minh chuyên pha chế, bê đồ uống và tương tác với khách hàng.",https://i1-vnexpress.vnecdn.net/2025/05/01/robot-1746066044-4325-1746066124.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=k9cN27VhBaRTjVF2lfP0cg,,https://vnexpress.net/robot-pha-do-bung-be-tai-quan-ca-phe-o-ha-noi-4880439.html
Hà Nội tiếp nhận 100% hồ sơ dưới dạng số hóa,"UBND Hà Nội cho biết sẽ tiếp nhận 100% hồ sơ đầu vào dưới dạng số hóa, trừ trường hợp không thể do dữ liệu đặc thù.",https://i1-vnexpress.vnecdn.net/2025/04/30/img-20250429-211903-6158-17459-2338-2488-1745971926.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=L0G6XG8qDqCxl5x4K_AjeQ,,https://vnexpress.net/ha-noi-tiep-nhan-100-ho-so-duoi-dang-so-hoa-4880283.html
Nhà mạng triển khai 'chiến dịch kết nối chưa từng có' dịp lễ 30/4,"TP HCMCác nhà mạng cho biết đang triển khai chiến dịch ứng phó quy mô lớn để đảm bảo kết nối khi hàng trăm nghìn người tập trung xem diễu binh, trình diễn drone...",https://i1-vnexpress.vnecdn.net/2025/04/30/di-dong-1745982656-1745982721-6872-1745982728.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=P0fFW2Fky50TJPqgVvNKEg,,https://vnexpress.net/nha-mang-trien-khai-chien-dich-ket-noi-chua-tung-co-dip-le-30-4-4880325.html
250 tỷ chip sử dụng kiến trúc Arm trong 40 năm,"Từ khi Arm công bố vi xử lý đầu tiên ở Cambridge năm 1985, đến nay đã có hơn 250 tỷ chip được sản xuất và tích hợp trên nhiều loại thiết bị khác nhau.",,,https://vnexpress.net/250-ty-chip-su-dung-kien-truc-arm-trong-40-nam-4879850.html
Camera giám sát - từ 'con mắt vô tri' thành trợ lý thông minh,"Camera giám sát đang tiến hóa nhờ AI, giúp chúng không chỉ thấy, mà còn hiểu và phản ứng trước các tình huống bất thường.",,,https://vnexpress.net/camera-giam-sat-tu-con-mat-vo-tri-thanh-tro-ly-thong-minh-4880506.html
Lợi ích của chế độ Fan trên điều hòa,"Chế độ quạt gió (Fan) trên điều hòa giúp lưu thông không khí, phù hợp những ngày trời mát hoặc vào sáng sớm khi nhiệt độ ổn định.",,,https://vnexpress.net/loi-ich-cua-che-do-fan-tren-dieu-hoa-4878666.html
"Cáp quang biển APG sửa xong, Internet Việt Nam ổn định","Với việc khắc phục thành công tuyến APG, tất cả cáp quang biển kết nối tới Việt Nam đều hoạt động bình thường, ổn định trước kỳ nghỉ lễ.",,,https://vnexpress.net/cap-quang-bien-apg-sua-xong-internet-viet-nam-on-dinh-4880245.html
Hủy giải nhất khoa học kỹ thuật quốc gia của nhóm học sinh bị 'tố' sao chép,"Giải nhất khoa học kỹ thuật quốc gia của học sinh THPT Nguyễn Siêu, Hưng Yên, bị hủy, sau phản ánh sao chép của một kỹ sư ở Indonesia.",https://i1-vnexpress.vnecdn.net/2025/04/29/485064785-1363175331767987-286-2880-5605-1745931168.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=ixiSnO5MdsooWeuf0-KprA,,https://vnexpress.net/huy-giai-nhat-khoa-hoc-ky-thuat-quoc-gia-cua-nhom-hoc-sinh-bi-to-sao-chep-4880258.html
Kỹ thuật phun phản xạ ánh sáng Mặt Trời để hạ nhiệt Trái Đất,Các nhà nghiên cứu Anh phát hiện có thể làm mát Trái Đất bằng cách phun hạt phản xạ ánh sáng Mặt Trời bằng máy bay thương mại.,https://i1-vnexpress.vnecdn.net/2025/04/29/VNETech-1745918941-6186-1745919003.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=78nAuL36O6BtuAJr_-yFiA,,https://vnexpress.net/ky-thuat-phun-phan-xa-anh-sang-mat-troi-de-ha-nhiet-trai-dat-4879893.html
Tấn công hệ thống qua USB tăng mạnh tại Việt Nam,"Hơn 50 triệu cuộc tấn công qua USB được ghi nhận tại Đông Nam Á, trong đó Việt Nam chiếm tỷ lệ lớn nhất, tăng 25% so với năm trước đó.",https://i1-vnexpress.vnecdn.net/2025/04/29/IMG-8150-3147-1745900520.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=xn4RFHJAALnE4TMESidBmA,,https://vnexpress.net/tan-cong-he-thong-qua-usb-tang-manh-tai-viet-nam-4879976.html
Các công ty chuyển phát nhanh điều chỉnh lịch giao hàng ngày lễ,"Một số đơn vị chuyển phát nhanh giảm hoạt động, trong khi nhiều công ty vẫn duy trì nên chuỗi cung ứng hàng hóa không gián đoạn dịp lễ 30/4 và 1/5.",https://i1-vnexpress.vnecdn.net/2025/04/30/IMG-4931-6368-1745963328.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=jtE16GMAmyK9Er-cnLfSdQ,,https://vnexpress.net/cac-cong-ty-chuyen-phat-nhanh-dieu-chinh-lich-giao-hang-ngay-le-4880333.html
Các hạng mục thu hút bình chọn tại Vietnam Game Awards 2025,"Cộng đồng game, nhân vật, nhà phát hành, game thể thao điện tử đang là những hạng mục có hàng chục nghìn lượt bình chọn tại Vietnam Game Awards 2025.",https://i1-sohoa.vnecdn.net/2025/04/28/3zadad-jpg-1745834032-17458343-1358-1613-1745834412.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=NCvWlZ3uY5FGYTwHEVbcDA,,https://vnexpress.net/cac-hang-muc-thu-hut-binh-chon-tai-vietnam-game-awards-2025-4879618.html
Amazon phóng vệ tinh Internet cạnh tranh SpaceX,"MỹMột loạt vệ tinh Kuiper bay lên quỹ đạo thấp của Trái Đất hôm 28/4 trên tên lửa Atlas V, mở đầu cuộc đua phủ sóng Internet vệ tinh giữa Amazon và SpaceX.",https://i1-vnexpress.vnecdn.net/2025/04/29/VNEAmazon-1745898491-8682-1745898578.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=dtH9ofNUOS7KJBcNeLcOPQ,,https://vnexpress.net/amazon-phong-ve-tinh-internet-canh-tranh-spacex-4879889.html
Robot hình người Atlas phô diễn khả năng quay phim,"Atlas, robot hình người do Boston Dynamics chế tạo, có thể thực hiện thành thục các động tác quay phim giống như con người.",,,https://vnexpress.net/robot-hinh-nguoi-atlas-pho-dien-kha-nang-quay-phim-4879983.html
'Bố già' Geoffrey Hinton: Phát triển AI như nuôi hổ con,"Giáo sư Geoffrey Hinton, được mệnh danh là ""Bố già AI"", cho rằng AI có thể gây nguy hiểm cho nhân loại nếu ""nuôi dạy"" sai hướng.",https://i1-vnexpress.vnecdn.net/2025/04/29/geoffrey-hinton-google-4185-16-4215-3206-1745894958.png?w=300&h=180&q=100&dpr=1&fit=crop&s=D2e_Gmsc597lvf2LgB42lg,,https://vnexpress.net/bo-gia-geoffrey-hinton-phat-trien-ai-nhu-nuoi-ho-con-4879931.html
Phương tiện bay đeo người của Trung Quốc lần đầu cất cánh,"Viện nghiên cứu Zhiyuan tại Hàng Châu, tỉnh Chiết Giang, trình làng phương tiện bay cất hạ cánh thẳng đứng đeo được và chạy bằng điện hôm 27/4.",https://i1-vnexpress.vnecdn.net/2025/04/28/PhuongtienbayTQ-1745842113-9125-1745842582.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=43_vttSuAtHWwJBRgZxXgw,,https://vnexpress.net/phuong-tien-bay-deo-nguoi-cua-trung-quoc-lan-dau-cat-canh-4879684.html
Điện toán lượng tử chuẩn bị cho 'khoảnh khắc ChatGPT',"Nhằm tránh lặp lại những vấn đề của thời kỳ bùng nổ AI, các công ty điện toán lượng tử đang đầu tư mạnh cho đào tạo nhân tài.",https://i1-vnexpress.vnecdn.net/2025/04/28/chipluongtuset-1745816186-8583-1745816770.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=A_fWaBdiTUMcpFwisn_Agg,,https://vnexpress.net/dien-toan-luong-tu-chuan-bi-cho-khoanh-khac-chatgpt-4879498.html
Việt Nam sẽ có nhà máy silicon đa tinh thể dùng cho bán dẫn,Công ty Tokuyama (Nhật Bản) cho biết sẽ xây dựng nhà máy sản xuất silicon đa tinh thể dùng cho chất bán dẫn tại Việt Nam.,https://i1-vnexpress.vnecdn.net/2025/04/28/nv-3-2530-1745841866-174584445-2429-4186-1745844466.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=nYwGvNYTyGDPPP_Jd_cCfg,,https://vnexpress.net/viet-nam-se-co-nha-may-silicon-da-tinh-the-dung-cho-ban-dan-4879803.html
Nơi hứng chịu nhiều vụ thử bom hạt nhân nhất thế giới,Bãi thử hạt nhân Semipalatinsk từng hứng chịu 456 vụ thử hạt nhân dưới thời Liên Xô với nhiều tác động còn tồn tại tới ngày nay.,https://i1-vnexpress.vnecdn.net/2025/04/28/VNEPlace-1745816133-4076-1745816171.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=JUNktStrWRHf3tBgbLmXHw,,https://vnexpress.net/noi-hung-chiu-nhieu-vu-thu-bom-hat-nhan-nhat-the-gioi-4879403.html
Trợ lý AI Việt chiến thắng tại sự kiện công nghệ hàng đầu châu Á,"Nomi, trợ lý AI của công ty Việt Nam ADT Global, vượt qua 350 startup từ 60 nước để giành giải trong cuộc thi Supernova Pitch Competition tại sự kiện Gitex Asia 2025.",https://i1-sohoa.vnecdn.net/2025/04/28/photo-4-2025-04-27-21-47-57-17-9820-5826-1745818075.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=5IENAkdn-rDqfeuEIZIikQ,,https://vnexpress.net/tro-ly-ai-viet-chien-thang-tai-su-kien-cong-nghe-hang-dau-chau-a-4879360.html
Nhà máy điện mặt trời đầu tiên trên đường ray tàu hỏa,Thụy Sĩ khánh thành nhà máy điện mặt trời đầu tiên trên thế giới được lắp đặt trực tiếp các tấm pin trên một tuyến đường sắt đang hoạt động.,https://i1-vnexpress.vnecdn.net/2025/04/28/VNESolar-1745812299-2688-1745812356.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=I-bXPzSq8JQ0JvRFX-aCpg,,https://vnexpress.net/nha-may-dien-mat-troi-dau-tien-tren-duong-ray-tau-hoa-4879399.html
Lý do Trung Quốc áp đảo về robot hình người,"Trung Quốc chiếm ưu thế với khả năng sản xuất robot hình người quy mô lớn, chi phí thấp, nhanh chóng đào tạo và đưa vào hoạt động thực tế.",https://i1-vnexpress.vnecdn.net/2025/04/26/Robothinhngset-1745683943-1879-1745686380.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=eVXxqojcLuVDTCIb3peisQ,,https://vnexpress.net/trung-quoc-vuot-troi-gi-my-trong-cuoc-dua-robot-hinh-nguoi-4879141.html
Cựu hacker Hiếu PC dùng AI nhận diện link lừa đảo,"Dự án ""Chống lừa đảo"", do Ngô Minh Hiếu (Hiếu PC) sáng lập, ra mắt công cụ AI để nhận diện các trang lừa đảo trên Internet.",https://i1-vnexpress.vnecdn.net/2025/04/28/chong-lua-dao-1-3416-174578172-1321-5595-1745801405.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=uRGsrZ1NSbQeaksjkGUVsQ,,https://vnexpress.net/cuu-hacker-hieu-pc-dung-ai-nhan-dien-link-lua-dao-4879370.html
Facebook thử nghiệm nút 'hạ cấp' bình luận,"Facebook bổ sung nút Downvote hình mũi tên hướng xuống ở phần bình luận, cho phép người dùng ""hạ cấp"" nội dung không hữu ích.",https://i1-vnexpress.vnecdn.net/2025/04/28/image-1745808234-8880-17458089-5378-9023-1745810398.png?w=300&h=180&q=100&dpr=1&fit=crop&s=buAgY2JqDw0-Z4yy48f_lA,,https://vnexpress.net/facebook-thu-nghiem-nut-ha-cap-binh-luan-4879454.html
Router Wi-Fi 7 rẻ nhất bán tại Việt Nam,"Mercusys MR27BE trang bị Wi-Fi 7 băng tần kép, tốc độ truyền tải tối đa 3,6 Gbps, hỗ trợ Easy Mesh và giá 1,89 triệu đồng.",https://i1-vnexpress.vnecdn.net/2025/04/28/DSC5401-1745773298-2536-1745773313.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=6UJCd_wzBy97f2n7RNulyw,,https://vnexpress.net/router-wi-fi-7-re-nhat-ban-tai-viet-nam-4879362.html
Sinh viên phát triển hệ thống AI phân tích ảnh não,"Hệ thống MedCapSys do sinh viên Phan Minh Nhật phát triển có khả năng phân tích chính xác ảnh cộng hưởng từ (MRI) và tự động tạo báo cáo, hỗ trợ bác sĩ chẩn đoán.",https://i1-vnexpress.vnecdn.net/2025/04/27/sinh-vien-1745676133-174567614-6180-6386-1745710545.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=L4MhXUfs2LhikhID7Fdu6A,,https://vnexpress.net/sinh-vien-phat-trien-he-thong-ai-phan-tich-anh-nao-4875837.html
"TSMC công bố tiến trình sản xuất chip 1,4 nm","Quy trình vi xử lý 1,4 nm của TSMC sẽ bắt đầu sản xuất từ năm 2028 với nhiều nâng cấp so với tiến trình 2 nm hiện tại.",https://i1-vnexpress.vnecdn.net/2025/04/27/a1-1745749569-7796-1745749713.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=ewe_CSXeUYMsTscx-VDcAg,,https://vnexpress.net/tsmc-cong-bo-tien-trinh-san-xuat-chip-1-4-nm-4879283.html
Microsoft: 'Ai cũng có thể làm ông chủ nhờ AI',Microsoft dự báo mỗi cá nhân có thể trở thành ông chủ của các nhân viên trí tuệ nhân tạo (AI) trong tương lai.,https://i1-vnexpress.vnecdn.net/2025/04/27/a1-1745738208-8054-1745738368.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=LWVwj9w3AaT5rxkEGPAXwQ,,https://vnexpress.net/microsoft-ai-cung-co-the-lam-ong-chu-nho-ai-4879197.html
Những xoáy nước lớn nhất thế giới,"Trên thế giới có nhiều xoáy nước hình thành tự nhiên, có thể đe dọa nhấn chìm những chiếc tàu lớn, nhưng cũng tạo nên cảnh quan ngoạn mục thu hút nhiều du khách.",https://i1-vnexpress.vnecdn.net/2025/04/26/VNEStrong1-1745670245-5613-1745670548.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=bRIy8xbkhM7GaQ7QV1VycQ,,https://vnexpress.net/nhung-xoay-nuoc-lon-nhat-the-gioi-4878859.html
Mạng lưới ngầm nuôi dưỡng rừng cây,"Bên dưới các khu rừng là mạng lưới sợi nấm đồ sộ, âm thầm kết nối với rễ cây và cung cấp dưỡng chất cho thực vật phía trên.",https://i1-vnexpress.vnecdn.net/2025/04/25/mangluoinamset-1745576734-7967-1745577748.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=-tk54PgIIFwrmxrYlvxrpg,,https://vnexpress.net/mang-luoi-ngam-nuoi-duong-rung-cay-4877958.html
Apple Maps hỗ trợ đầy đủ tính năng chỉ đường ở Việt Nam,Apple Maps bắt đầu hỗ trợ tính năng chỉ đường thời gian thực khi kết nối iPhone với ôtô có CarPlay tại thị trường Việt Nam.,https://i1-sohoa.vnecdn.net/2025/04/26/top-1745682160-4088-1745682415.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=jA5r9kyPWChJwIek9BTOTg,,https://vnexpress.net/apple-maps-ho-tro-day-du-tinh-nang-chi-duong-o-viet-nam-4879103.html
Con người có thể tiến hóa thành loài mới trên Sao Hỏa?,"Con người có khả năng phát triển những đặc điểm thích nghi với môi trường khắc nghiệt trên Sao Hỏa, dẫn tới hình thành phân loài hoặc thậm chí loài mới.",https://i1-vnexpress.vnecdn.net/2025/04/26/VNEMars-1745660718-5013-1745660776.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=QPlZ6LTHCM-r4ZVbtEnnBw,,https://vnexpress.net/con-nguoi-co-the-tien-hoa-thanh-loai-moi-tren-sao-hoa-4878850.html
"Nhà khoa học Việt làm đê rỗng ngăn sạt lở bờ sông, biển","Nhóm nghiên cứu Viện Sinh thái và Bảo vệ công trình đã phát triển loại ""đê thấm"" có kết cấu rỗng linh hoạt, có thể tiêu tán năng lượng sóng, giảm xói lở và hỗ trợ phục hồi hệ sinh thái ven biển.",,,https://vnexpress.net/nha-khoa-hoc-viet-lam-de-rong-ngan-sat-lo-bo-song-bien-4874402.html
"Nhà mạng 'không để nghẽn mạng, virus phá hoại dịp nghỉ lễ 30/4'","Bộ Khoa học và Công nghệ yêu cầu nhà mạng đảm bảo kết nối, không để kẻ xấu lợi dụng mạng viễn thông, Internet phát tán virus trong dịp nghỉ lễ.",,,https://vnexpress.net/nha-mang-khong-de-nghen-mang-virus-pha-hoai-dip-nghi-le-30-4-4878796.html
TikTok Việt Nam 'sẽ xử lý video tóm tắt phim trong 48 tiếng',Đại diện TikTok Việt Nam cho biết nền tảng sẽ xử lý các video tóm tắt phim trong 48 tiếng sau khi nhận được báo cáo vi phạm bản quyền.,,,https://vnexpress.net/tiktok-viet-nam-se-xu-ly-video-tom-tat-phim-trong-48-tieng-4878556.html
Trung Quốc sẽ xây nhà máy điện hạt nhân trên Mặt Trăng,Lò phản ứng do Trung Quốc hợp tác xây dựng cùng với Nga trên Mặt Trăng sẽ cung cấp điện cho trạm định cư ở cực nam vào năm 2035.,,,https://vnexpress.net/trung-quoc-se-xay-nha-may-dien-hat-nhan-tren-mat-trang-4878374.html
Tàu Thần Châu 20 chở 3 phi hành gia lên trạm Thiên Cung,Trung QuốcPhi hành đoàn Thần Châu 20 bay lên trên trạm Thiên Cung sau đó tiến hành những thí nghiệm tiên tiến về tái tạo tế bào và hệ thống phối hợp người và máy.,https://i1-vnexpress.vnecdn.net/2025/04/25/VNEChina-1745552504-8689-1745552881.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=hstZVDVTVHiiyFmV5cWBKg,,https://vnexpress.net/tau-than-chau-20-cho-3-phi-hanh-gia-len-tram-thien-cung-4878369.html
Redmi Note 14 - smartphone 5G rẻ nhất của Xiaomi,"Redmi Note 14 5G có giá 7,29 triệu đồng, trang bị màn hình 120 Hz, camera chống rung quang học OIS và AI tạo sinh cơ bản.",https://i1-vnexpress.vnecdn.net/2025/04/24/DSC5084-1745470539.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=NEMZHztnxcJ1vW1K4YoM9w,,https://vnexpress.net/redmi-note-14-smartphone-5g-re-nhat-cua-xiaomi-4878121.html
Bờ biển nguy hiểm bậc nhất thế giới,"MỹĐược mệnh danh ""Nghĩa địa Đại Tây Dương"", bờ biển của chuỗi đảo chắn Outer Banks liên tục biến đổi, gây nguy hiểm cho cả tàu thuyền lẫn nhà cửa.",https://i1-vnexpress.vnecdn.net/2025/04/24/Bobiennguyhiemset-1745497476-2772-1745497889.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=NJ670NoTED3PdQvw3WhouQ,,https://vnexpress.net/bo-bien-nguy-hiem-bac-nhat-the-gioi-4878309.html
Startup Việt bắt tay hãng bán dẫn Mỹ đào tạo sinh viên vi mạch,Viện Nghiên cứu và phát triển công nghệ bán dẫn VNChip cùng Cadence Design Systems (Mỹ) ký thỏa thuận đào tạo nhân lực vi mạch chất lượng cao tại Việt Nam.,https://i1-vnexpress.vnecdn.net/2025/04/24/DP05648-1745509844-9156-1745510868.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=EYjumV-Ww81JRZfXO12SJg,,https://vnexpress.net/startup-viet-bat-tay-hang-ban-dan-my-dao-tao-sinh-vien-vi-mach-4878206.html
"Samsung ra TV AI, đắt nhất 500 triệu đồng","Samsung giới thiệu bốn dòng TV Neo QLED, OLED và The Frame thế hệ mới tích hợp AI để tăng chất lượng hình ảnh và âm thanh, điều khiển nhà thông minh.",https://i1-vnexpress.vnecdn.net/2025/04/25/qled-8k-1745513589-1745514722-7571-1745514738.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=UQUwRWceo8d7U4ltCNLh2w,,https://vnexpress.net/samsung-ra-tv-ai-dat-nhat-500-trieu-dong-4878345.html
